instruction,input,output
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Who are you to support this crazy nonsense? Fantozzi's son?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","The school is a lay institution, there should be no religious symbols of any kind.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Come se un americano dicesse 'Gli italiani sono tutti mafiosi, bisogna rispondere con il Napalm'.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Salve, non ritengo che chi professa la vera fede musulmana possa ammettere violenze sulle donne o il non rispetto della libertà di religione. Il Corano non fa riferimenti in questo senso, chi agisce in questa maniera lo fa andando contro le stesse disposizioni della fede a cui dice di ispirarsi.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Lequel? Une religion n'a pas de frontière, pas plus qu'une autre croyance ou pensée, qu'elle soit religieuse ou non.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Mi saprebbe indicare dove incontra facilmente islamici?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",The Koran does not command this.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",#islamophobie. Les musulmans ne sont pas une masse homogène et la misanthropie n'est pas propre aux musulmans.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","No, it is a personal choice.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Nessuno può essere considerato una bestia, siamo tutti uguali e siamo degli uomini.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Ne le prenez pas pour vous, je pense que les femmes ne s'habillent pas pour provoquer telle ou telle émotion chez vous.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Western Society seems pretty incompatible with Western Society or any other at the moment, maybe we could learn something from Indonesia, which has been conflict free since 2005.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Per quale motivo? Può spiegarsi meglio?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Gli islamici sono tutti terroristi.,hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Cette essentialisation et criminalisation fait le jeu des ennemis de la démocratie.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",The republic by definition guarantees freedom of worship.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Le ricordo che la storia del cristianesimo è piena di fanatismo. Questo non fa di tutti i cristiani dei fanatici.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",It is not the veil that subjects veiled women but tweets like these.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",How can you say that they kill us? Do you have data to prove it?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Poverty, brexit, austerity, homelessness. Please enlighten me as to how banishing Islam would solve these problems?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","L'islam è una religione pacifica, non fanatismo. L'isis è fanatismo e vorrei farle notare che le prime vittime sono proprio gli islamici.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Castration according to belonging to a specific religion is something inhuman, being a Muslim does not mean being rapists.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Even Christianity has gone through a phase of violence committed in the name of religion, but that does not mean that true Christianity and all Christians were violent.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Qui dites terrorisme dit ""qui sème la terreur"". Les millions de musulmans en France ont ils mis à feu et à ce sang notre pays?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","The Muslims hate the actions, not the man.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",I believe that the crucifix in school is a lack of respect for those who are not believers or have a different faith than Christianity.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Islamic civilization led Europe out of dark ages into the era of Enlightenment and gave rise to its Renaissance. Now they contribute over 30 billion pounds to the UK economy; quite a large contribution by anyone's estimation.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Whatever.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Can I suggest that the deportation of up to 3 million people, a large proportion of whom were born in the UK does not reflect 'our values' in the way I understand them.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",The Islamic veil is the best weapon ever worn by a woman today.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Mon voile ne te concerne nullement.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",What is an agression to you is not the veil but the choice to wear it or not.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Among all the problems of education in Italy, which are just so many, I would not put the crucifix, which is a religious symbol and as such should not be in schools in a laic state.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Non puisque vous en voulez pas.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","These islamic beasts rape their and our women, after all their religion allows it to them!",hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","No, Muslims have a long history of migration since the 16th century to and within Europe, integrating with little issues in various European societies.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Les gens oublient votent que nos pères ont construit la France qui été détruit pendant la seconde guerre. Quel ingratitude.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Pure Amalgams.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",An insult to the Muslim woman.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","In Italia non abbiamo avuto nessun recente attentato da parte di arabi. Inoltre, anche in paesi europei dove questi fatti esecrabili sono accaduti, non si è trattato di un'azione di conquista, ma solo di azioni terroristiche.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Cette pensé est le début de la voie qui mène au racisme.,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","I wish we continued to receive, we would have far fewer deaths in the sea; in any case, the Italian legislation does not provide any maintenance.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","Malgrado in Italia abbiamo decine di migliaia di immigrati mussulmani, non mi ricordo molti casi di bombe sul nostro territorio. Lei ha informazioni diverse?",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.","In this world we are all men, no one is an animal. Muslims are people like us and should be treated as such.",non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",What is this so-called politics?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Why should not Muslims be allowed to build Mosques here? I thought this country believed in giving people the freedom to practice religions other than Christianity?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Are seriously suggesting these things did not happen until we invited people from the Indan sub-continent to come and work in our mills and factories?,non-hate
"Categorize the input sentence into 2 categories
Hate
Non-hate

.",Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,non-hate
